iso3,country,index,index_name,year,rank
CHN,China (People’s Republic of),WCR,IMD World Competitiveness Ranking,2023-01-01,21
FIN,Finland,WCR,IMD World Competitiveness Ranking,2023-01-01,11
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2023-01-01,17
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2023-01-01,16
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2023-01-01,13
CAN,Canada,WCR,IMD World Competitiveness Ranking,2023-01-01,15
KOR,South Korea,WCR,IMD World Competitiveness Ranking,2023-01-01,28
BHR,Bahrain,WCR,IMD World Competitiveness Ranking,2023-01-01,25
ISR,Israel,WCR,IMD World Competitiveness Ranking,2023-01-01,23
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2023-01-01,20
DEU,Germany,WCR,IMD World Competitiveness Ranking,2023-01-01,22
THA,Thailand,WCR,IMD World Competitiveness Ranking,2023-01-01,30
AUT,Austria,WCR,IMD World Competitiveness Ranking,2023-01-01,24
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2023-01-01,34
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2023-01-01,29
CZE,Czechia,WCR,IMD World Competitiveness Ranking,2023-01-01,18
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2023-01-01,32
FRA,France,WCR,IMD World Competitiveness Ranking,2023-01-01,33
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2023-01-01,31
EST,Estonia,WCR,IMD World Competitiveness Ranking,2023-01-01,26
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2023-01-01,27
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2023-01-01,37
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2023-01-01,39
KWT,Kuwait,WCR,IMD World Competitiveness Ranking,2023-01-01,38
JPN,Japan,WCR,IMD World Competitiveness Ranking,2023-01-01,35
IND,India,WCR,IMD World Competitiveness Ranking,2023-01-01,40
ESP,Spain,WCR,IMD World Competitiveness Ranking,2023-01-01,36
POL,Poland,WCR,IMD World Competitiveness Ranking,2023-01-01,43
ITA,Italy,WCR,IMD World Competitiveness Ranking,2023-01-01,41
CYP,Cyprus,WCR,IMD World Competitiveness Ranking,2023-01-01,45
CHL,Chile,WCR,IMD World Competitiveness Ranking,2023-01-01,44
LVA,Latvia,WCR,IMD World Competitiveness Ranking,2023-01-01,51
SVN,Slovenia,WCR,IMD World Competitiveness Ranking,2023-01-01,42
GRC,Greece,WCR,IMD World Competitiveness Ranking,2023-01-01,49
JOR,Jordan,WCR,IMD World Competitiveness Ranking,2023-01-01,54
ROU,Romania,WCR,IMD World Competitiveness Ranking,2023-01-01,48
USA,United States,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,1
NLD,Netherlands,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,2
SGP,Singapore,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,3
DNK,Denmark,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,4
CHE,Switzerland,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,5
KOR,South Korea,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,6
SWE,Sweden,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,7
FIN,Finland,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,8
TWN,Chinese Taipei,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,9
HKG,Hong Kong SAR,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,10
CAN,Canada,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,11
ARE,UAE,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,12
ISR,Israel,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,13
NOR,Norway,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,14
BEL,Belgium,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,15
AUS,Australia,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,16
ISL,Iceland,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,17
EST,Estonia,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,18
CHN,China (People’s Republic of),WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,19
GBR,United Kingdom,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,20
IRL,Ireland,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,21
AUT,Austria,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,22
DEU,Germany,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,23
CZE,Czechia,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,24
NZL,New Zealand,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,25
LUX,Luxembourg,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,26
FRA,France,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,27
LTU,Lithuania,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,28
QAT,Qatar,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,29
SAU,Saudi Arabia,WDCR,IMD World Digital Competitiveness Ranking,2023-01-01,30
ARE,United Arab Emirates,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,1
IND,India,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,2
SAU,Saudi Arabia,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,3
LTU,Lithuania,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,4
QAT,Qatar,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,5
EST,Estonia,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,6
NLD,Netherlands,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,7
KOR,South Korea,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,8
CHE,Switzerland,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,9
CHN,China (People’s Republic of),NECI,National Entrepreneurship Context Index (NECI),2023-01-01,10
OMN,Oman,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,11
FRA,France,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,12
LVA,Latvia,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,13
CAN,Canada,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,14
SVN,Slovenia,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,15
USA,United States,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,16
DEU,Germany,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,17
NOR,Norway,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,18
SWE,Sweden,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,19
JOR,Jordan,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,20
CHL,Chile,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,21
GBR,United Kingdom,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,22
LUX,Luxembourg,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,23
GRC,Greece,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,24
HUN,Hungary,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,25
ITA,Italy,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,26
JPN,Japan,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,27
URY,Uruguay,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,28
UKR,Ukraine,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,29
MAR,Morocco,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,30
ROU,Romania,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,31
HRV,Croatia,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,32
POL,Poland,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,33
THA,Thailand,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,34
PAN,Panama,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,35
PRI,Puerto Rico,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,36
COL,Colombia,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,37
ISR,Israel,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,38
SVK,Slovak Republic,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,39
CYP,Cyprus,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,40
MEX,Mexico,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,41
ECU,Ecuador,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,42
ARG,Argentina,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,43
ESP,Spain,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,44
GTM,Guatemala,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,45
BRA,Brazil,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,46
ZAF,South Africa,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,47
VEN,Venezuela,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,48
IRN,Iran,NECI,National Entrepreneurship Context Index (NECI),2023-01-01,49
SGP,Singapore,EIQ,Economist Innovation Quotient,2023-01-01,1
GBR,United Kingdom,EIQ,Economist Innovation Quotient,2023-01-01,2
SWE,Sweden,EIQ,Economist Innovation Quotient,2023-01-01,3
USA,United States,EIQ,Economist Innovation Quotient,2023-01-01,4
KOR,South Korea,EIQ,Economist Innovation Quotient,2023-01-01,5
NOR,Norway,EIQ,Economist Innovation Quotient,2023-01-01,6
DNK,Denmark,EIQ,Economist Innovation Quotient,2023-01-01,7
CHE,Switzerland,EIQ,Economist Innovation Quotient,2023-01-01,8
CAN,Canada,EIQ,Economist Innovation Quotient,2023-01-01,9
AUS,Australia,EIQ,Economist Innovation Quotient,2023-01-01,10
NLD,Netherlands,EIQ,Economist Innovation Quotient,2023-01-01,11
HKG,Hong Kong,EIQ,Economist Innovation Quotient,2023-01-01,12
DEU,Germany,EIQ,Economist Innovation Quotient,2023-01-01,13
FRA,France,EIQ,Economist Innovation Quotient,2023-01-01,14
JPN,Japan,EIQ,Economist Innovation Quotient,2023-01-01,15
IRL,Ireland,EIQ,Economist Innovation Quotient,2023-01-01,16
ISR,Israel,EIQ,Economist Innovation Quotient,2023-01-01,17
ESP,Spain,EIQ,Economist Innovation Quotient,2023-01-01,18
BEL,Belgium,EIQ,Economist Innovation Quotient,2023-01-01,19
ITA,Italy,EIQ,Economist Innovation Quotient,2023-01-01,20
AUT,Austria,EIQ,Economist Innovation Quotient,2023-01-01,21
MYS,Malaysia,EIQ,Economist Innovation Quotient,2023-01-01,22
CHN,China (People’s Republic of),EIQ,Economist Innovation Quotient,2023-01-01,23
POL,Poland,EIQ,Economist Innovation Quotient,2023-01-01,24
PHL,Philippines,EIQ,Economist Innovation Quotient,2023-01-01,25
ZAF,South Africa,EIQ,Economist Innovation Quotient,2023-01-01,26
IND,India,EIQ,Economist Innovation Quotient,2023-01-01,27
THA,Thailand,EIQ,Economist Innovation Quotient,2023-01-01,28
BRA,Brazil,EIQ,Economist Innovation Quotient,2023-01-01,29
CHL,Chile,EIQ,Economist Innovation Quotient,2023-01-01,30
IDN,Indonesia,EIQ,Economist Innovation Quotient,2023-01-01,31
ARE,United Arab Emirates,EIQ,Economist Innovation Quotient,2023-01-01,32
COL,Colombia,EIQ,Economist Innovation Quotient,2023-01-01,33
MEX,Mexico,EIQ,Economist Innovation Quotient,2023-01-01,34
TUR,Türkiye,EIQ,Economist Innovation Quotient,2023-01-01,35
SAU,Saudi Arabia,EIQ,Economist Innovation Quotient,2023-01-01,36
ARG,Argentina,EIQ,Economist Innovation Quotient,2023-01-01,37
BGD,Bangladesh,EIQ,Economist Innovation Quotient,2023-01-01,38
NGA,Nigeria,EIQ,Economist Innovation Quotient,2023-01-01,39
EGY,Egypt,EIQ,Economist Innovation Quotient,2023-01-01,40
AUT,Austria,EIS,European Innovation Scoreboard,2023-01-01,11
BEL,Belgium,EIS,European Innovation Scoreboard,2023-01-01,8
BGR,Bulgaria,EIS,European Innovation Scoreboard,2023-01-01,39
CYP,Cyprus,EIS,European Innovation Scoreboard,2023-01-01,21
CZE,Czechia,EIS,European Innovation Scoreboard,2023-01-01,27
DEU,Germany,EIS,European Innovation Scoreboard,2023-01-01,13
DNK,Denmark,EIS,European Innovation Scoreboard,2023-01-01,2
EST,Estonia,EIS,European Innovation Scoreboard,2023-01-01,20
GRC,Greece,EIS,European Innovation Scoreboard,2023-01-01,30
ESP,Spain,EIS,European Innovation Scoreboard,2023-01-01,24
FIN,Finland,EIS,European Innovation Scoreboard,2023-01-01,5
FRA,France,EIS,European Innovation Scoreboard,2023-01-01,19
HRV,Croatia,EIS,European Innovation Scoreboard,2023-01-01,31
HUN,Hungary,EIS,European Innovation Scoreboard,2023-01-01,32
IRL,Ireland,EIS,European Innovation Scoreboard,2023-01-01,12
ITA,Italy,EIS,European Innovation Scoreboard,2023-01-01,25
LTU,Lithuania,EIS,European Innovation Scoreboard,2023-01-01,29
LUX,Luxembourg,EIS,European Innovation Scoreboard,2023-01-01,15
LVA,Latvia,EIS,European Innovation Scoreboard,2023-01-01,36
MLT,Malta,EIS,European Innovation Scoreboard,2023-01-01,28
NLD,Netherlands,EIS,European Innovation Scoreboard,2023-01-01,4
POL,Poland,EIS,European Innovation Scoreboard,2023-01-01,33
PRT,Portugal,EIS,European Innovation Scoreboard,2023-01-01,26
ROU,Romania,EIS,European Innovation Scoreboard,2023-01-01,46
SWE,Sweden,EIS,European Innovation Scoreboard,2023-01-01,3
SVN,Slovenia,EIS,European Innovation Scoreboard,2023-01-01,23
SVK,Slovak Republic,EIS,European Innovation Scoreboard,2023-01-01,34
ALB,Albania,EIS,European Innovation Scoreboard,2023-01-01,44
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreboard,2023-01-01,49
CHE,Switzerland,EIS,European Innovation Scoreboard,2023-01-01,1
ISL,Iceland,EIS,European Innovation Scoreboard,2023-01-01,17
MDA,Moldova,EIS,European Innovation Scoreboard,2023-01-01,50
MNE,Montenegro,EIS,European Innovation Scoreboard,2023-01-01,41
MKD,North Macedonia,EIS,European Innovation Scoreboard,2023-01-01,42
NOR,Norway,EIS,European Innovation Scoreboard,2023-01-01,9
SRB,Serbia,EIS,European Innovation Scoreboard,2023-01-01,38
TUR,Türkiye,EIS,European Innovation Scoreboard,2023-01-01,35
UKR,Ukraine,EIS,European Innovation Scoreboard,2023-01-01,47
GBR,United Kingdom,EIS,European Innovation Scoreboard,2023-01-01,7
KOR,South Korea,EIS,European Innovation Scoreboard,2023-01-01,6
CAN,Canada,EIS,European Innovation Scoreboard,2023-01-01,10
USA,United States,EIS,European Innovation Scoreboard,2023-01-01,14
CHN,China (People’s Republic of),EIS,European Innovation Scoreboard,2023-01-01,16
AUS,Australia,EIS,European Innovation Scoreboard,2023-01-01,18
JPN,Japan,EIS,European Innovation Scoreboard,2023-01-01,22
BRA,Brazil,EIS,European Innovation Scoreboard,2023-01-01,37
IND,India,EIS,European Innovation Scoreboard,2023-01-01,40
CHL,Chile,EIS,European Innovation Scoreboard,2023-01-01,43
ZAF,South Africa,EIS,European Innovation Scoreboard,2023-01-01,45
MEX,Mexico,EIS,European Innovation Scoreboard,2023-01-01,48
ARE,United Arab Emirates,GII,Global Innovation Index,2024-01-01,32
DNK,Denmark,GII,Global Innovation Index,2024-01-01,10
AUS,Australia,GII,Global Innovation Index,2024-01-01,23
LVA,Latvia,GII,Global Innovation Index,2024-01-01,42
AUT,Austria,GII,Global Innovation Index,2024-01-01,17
USA,United States,GII,Global Innovation Index,2024-01-01,3
BEL,Belgium,GII,Global Innovation Index,2024-01-01,24
BGR,Bulgaria,GII,Global Innovation Index,2024-01-01,38
JPN,Japan,GII,Global Innovation Index,2024-01-01,13
BRA,Brazil,GII,Global Innovation Index,2024-01-01,50
POL,Poland,GII,Global Innovation Index,2024-01-01,40
CAN,Canada,GII,Global Innovation Index,2024-01-01,14
FRA,France,GII,Global Innovation Index,2024-01-01,12
CHE,Switzerland,GII,Global Innovation Index,2024-01-01,1
NLD,Netherlands,GII,Global Innovation Index,2024-01-01,8
CHN,China (People’s Republic of),GII,Global Innovation Index,2024-01-01,11
TUR,Türkiye,GII,Global Innovation Index,2024-01-01,37
CYP,Cyprus,GII,Global Innovation Index,2024-01-01,27
CZE,Czechia,GII,Global Innovation Index,2024-01-01,30
ISR,Israel,GII,Global Innovation Index,2024-01-01,15
DEU,Germany,GII,Global Innovation Index,2024-01-01,9
HUN,Hungary,GII,Global Innovation Index,2024-01-01,36
HRV,Croatia,GII,Global Innovation Index,2024-01-01,43
ESP,Spain,GII,Global Innovation Index,2024-01-01,28
EST,Estonia,GII,Global Innovation Index,2024-01-01,16
SVN,Slovenia,GII,Global Innovation Index,2024-01-01,34
FIN,Finland,GII,Global Innovation Index,2024-01-01,7
ROU,Romania,GII,Global Innovation Index,2024-01-01,48
GBR,United Kingdom,GII,Global Innovation Index,2024-01-01,5
NZL,New Zealand,GII,Global Innovation Index,2024-01-01,25
GRC,Greece,GII,Global Innovation Index,2024-01-01,45
KOR,South Korea,GII,Global Innovation Index,2024-01-01,6
HKG,"Hong Kong, China",GII,Global Innovation Index,2024-01-01,18
IND,India,GII,Global Innovation Index,2024-01-01,39
NOR,Norway,GII,Global Innovation Index,2024-01-01,21
IRL,Ireland,GII,Global Innovation Index,2024-01-01,19
ISL,Iceland,GII,Global Innovation Index,2024-01-01,22
LUX,Luxembourg,GII,Global Innovation Index,2024-01-01,20
LTU,Lithuania,GII,Global Innovation Index,2024-01-01,35
ITA,Italy,GII,Global Innovation Index,2024-01-01,26
MLT,Malta,GII,Global Innovation Index,2024-01-01,29
MYS,Malaysia,GII,Global Innovation Index,2024-01-01,33
PRT,Portugal,GII,Global Innovation Index,2024-01-01,31
QAT,Qatar,GII,Global Innovation Index,2024-01-01,49
SAU,Saudi Arabia,GII,Global Innovation Index,2024-01-01,47
SWE,Sweden,GII,Global Innovation Index,2024-01-01,2
SGP,Singapore,GII,Global Innovation Index,2024-01-01,4
SVK,Slovak Republic,GII,Global Innovation Index,2024-01-01,46
THA,Thailand,GII,Global Innovation Index,2024-01-01,41
VNM,Viet Nam,GII,Global Innovation Index,2024-01-01,44
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2024-01-01,1
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2024-01-01,2
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2024-01-01,3
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2024-01-01,4
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2024-01-01,5
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2024-01-01,6
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2024-01-01,7
TWN,Chinese Taipei,WCR,IMD World Competitiveness Ranking,2024-01-01,8
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2024-01-01,9
NOR,Norway,WCR,IMD World Competitiveness Ranking,2024-01-01,10
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2024-01-01,11
NA,United States,WCR,IMD World Competitiveness Ranking,2024-01-01,12
AUS,Australia,WCR,IMD World Competitiveness Ranking,2024-01-01,13
CHN,China (People’s Republic of),WCR,IMD World Competitiveness Ranking,2024-01-01,14
FIN,Finland,WCR,IMD World Competitiveness Ranking,2024-01-01,15
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2024-01-01,16
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2024-01-01,17
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2024-01-01,18
CAN,Canada,WCR,IMD World Competitiveness Ranking,2024-01-01,19
KOR,South Korea,WCR,IMD World Competitiveness Ranking,2024-01-01,20
BHR,Bahrain,WCR,IMD World Competitiveness Ranking,2024-01-01,21
ISR,Israel,WCR,IMD World Competitiveness Ranking,2024-01-01,22
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2024-01-01,23
DEU,Germany,WCR,IMD World Competitiveness Ranking,2024-01-01,24
THA,Thailand,WCR,IMD World Competitiveness Ranking,2024-01-01,25
AUT,Austria,WCR,IMD World Competitiveness Ranking,2024-01-01,26
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2024-01-01,27
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2024-01-01,28
CZE,Czechia,WCR,IMD World Competitiveness Ranking,2024-01-01,29
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2024-01-01,30
FRA,France,WCR,IMD World Competitiveness Ranking,2024-01-01,31
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2024-01-01,32
EST,Estonia,WCR,IMD World Competitiveness Ranking,2024-01-01,33
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2024-01-01,34
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2024-01-01,35
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2024-01-01,36
KWT,Kuwait,WCR,IMD World Competitiveness Ranking,2024-01-01,37
JPN,Japan,WCR,IMD World Competitiveness Ranking,2024-01-01,38
IND,India,WCR,IMD World Competitiveness Ranking,2024-01-01,39
ESP,Spain,WCR,IMD World Competitiveness Ranking,2024-01-01,40
POL,Poland,WCR,IMD World Competitiveness Ranking,2024-01-01,41
ITA,Italy,WCR,IMD World Competitiveness Ranking,2024-01-01,42
CYP,Cyprus,WCR,IMD World Competitiveness Ranking,2024-01-01,43
CHL,Chile,WCR,IMD World Competitiveness Ranking,2024-01-01,44
LVA,Latvia,WCR,IMD World Competitiveness Ranking,2024-01-01,45
SVN,Slovenia,WCR,IMD World Competitiveness Ranking,2024-01-01,46
GRC,Greece,WCR,IMD World Competitiveness Ranking,2024-01-01,47
JOR,Jordan,WCR,IMD World Competitiveness Ranking,2024-01-01,48
PRI,Puerto Rico,WCR,IMD World Competitiveness Ranking,2024-01-01,49
ROU,Romania,WCR,IMD World Competitiveness Ranking,2024-01-01,50
SGP,Singapore,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,1
CHE,Switzerland,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,2
DNK,Denmark,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,3
USA,United States,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,4
SWE,Sweden,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,5
KOR,South Korea,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,6
HKG,"Hong Kong, China",WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,7
NLD,Netherlands,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,8
TWN,Chinese Taipei,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,9
NOR,Norway,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,10
ARE,United Arab Emirates,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,11
FIN,Finland,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,12
CAN,Canada,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,13
CHN,China (People’s Republic of),WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,14
AUS,Australia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,15
ISR,Israel,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,16
IRL,Ireland,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,17
GBR,United Kingdom,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,18
ISL,Iceland,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,19
FRA,France,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,20
BEL,Belgium,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,21
LTU,Lithuania,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,22
DEU,Germany,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,23
EST,Estonia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,24
AUT,Austria,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,25
QAT,Qatar,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,26
SAU,Saudi Arabia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,27
ESP,Spain,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,28
LUX,Luxembourg,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,29
BHR,Bahrain,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,30
JPN,Japan,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,31
CZE,Czechia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,32
NZL,New Zealand,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,33
KAZ,Kazakhstan,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,34
PRT,Portugal,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,35
MYS,Malaysia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,36
THA,Thailand,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,37
LVA,Latvia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,38
POL,Poland,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,39
ITA,Italy,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,40
SVN,Slovenia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,41
CHL,Chile,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,42
IDN,Indonesia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,43
PRI,Puerto Rico,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,44
KWT,Kuwait,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,45
HRV,Croatia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,46
ROU,Romania,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,47
CYP,Cyprus,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,48
GRC,Greece,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,49
JOR,Jordan,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,50
IND,India,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,51
SVK,Slovak Republic,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,52
HUN,Hungary,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,53
ZAF,South Africa,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,54
TUR,Türkiye,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,55
BGR,Bulgaria,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,56
BRA,Brazil,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,57
COL,Colombia,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,58
MEX,Mexico,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,59
PHL,Philippines,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,61
ARG,Argentina,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,62
NGA,Nigeria,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,66
VEN,Venezuela,WDCR,IMD World Digital Competitiveness Ranking,2024-01-01,67
AUT,Austria,EIS,European Innovation Scoreboard,2024-01-01,12
BEL,Belgium,EIS,European Innovation Scoreboard,2024-01-01,8
BGR,Bulgaria,EIS,European Innovation Scoreboard,2024-01-01,39
CYP,Cyprus,EIS,European Innovation Scoreboard,2024-01-01,22
CZE,Czechia,EIS,European Innovation Scoreboard,2024-01-01,28
DEU,Germany,EIS,European Innovation Scoreboard,2024-01-01,14
DNK,Denmark,EIS,European Innovation Scoreboard,2024-01-01,2
EST,Estonia,EIS,European Innovation Scoreboard,2024-01-01,20
GRC,Greece,EIS,European Innovation Scoreboard,2024-01-01,30
ESP,Spain,EIS,European Innovation Scoreboard,2024-01-01,24
